This is Ipopt version 3.14.14, running with linear solver MUMPS 5.6.2.

Number of nonzeros in equality constraint Jacobian...:     3608
Number of nonzeros in inequality constraint Jacobian.:      140
Number of nonzeros in Lagrangian Hessian.............:     1680

Total number of variables............................:     1155
                     variables with only lower bounds:      560
                variables with lower and upper bounds:       35
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1120
Total number of inequality constraints...............:      140
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      140

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 412  6.4434288e+01 1.09e-06 5.13e+07  -1.0 8.23e+00    -  1.87e-02 1.38e-03h  1
 413  6.4440790e+01 1.08e-06 2.21e+09  -1.0 2.71e+01    -  2.78e-02 6.80e-04h  1
 414  6.4439579e+01 1.08e-06 3.26e+10  -1.0 4.20e+02    -  1.72e-03 6.13e-05h  2
 415  6.4438996e+01 1.08e-06 3.38e+11  -1.0 9.91e+02    -  7.20e-04 7.09e-05h  1
 416r 6.4438996e+01 1.08e-06 1.00e+03  -1.0 0.00e+00    -  0.00e+00 4.16e-07R  3
 417r 6.9183033e+01 3.77e-04 3.85e+02  -1.0 1.99e-01    -  6.48e-01 1.00e+00f  1
 418r 7.1357370e+01 7.63e-04 3.73e+02  -1.0 2.33e-01    -  5.76e-01 1.00e+00f  1
 419r 7.0725476e+01 3.47e-04 2.92e+02  -1.0 3.08e-02   2.0 5.21e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420r 6.8506075e+01 4.27e-04 1.39e+02  -1.0 1.32e-01    -  5.27e-01 5.08e-01f  1
 421r 6.5169977e+01 5.89e-04 2.22e+02  -1.0 1.36e-01    -  5.15e-01 1.00e+00f  1
 422r 6.2044551e+01 9.58e-04 1.73e+02  -1.0 2.57e-01    -  7.15e-01 1.00e+00f  1
 423r 6.3423270e+01 7.14e-04 2.78e+02  -1.0 1.41e-01    -  7.81e-01 1.00e+00f  1
 424r 6.3817193e+01 6.95e-04 1.56e+02  -1.0 1.72e-01    -  6.29e-01 1.00e+00f  1
 425r 6.4098240e+01 7.01e-04 2.70e+00  -1.0 2.73e-02   1.5 1.00e+00 1.00e+00f  1
 426r 6.3103235e+01 2.80e-04 1.54e+01  -1.7 1.25e-01    -  8.25e-01 8.38e-01f  1
 427r 6.2390683e+01 2.43e-04 4.35e+00  -1.7 7.67e-02   1.0 1.00e+00 1.00e+00f  1
 428r 6.2181531e+01 1.97e-04 3.34e+01  -1.7 9.82e-02    -  1.00e+00 5.73e-01f  1
 429r 6.2108253e+01 1.53e-04 2.54e-01  -1.7 1.10e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430r 6.3983211e+01 1.67e-04 2.13e+01  -2.5 9.98e-02    -  7.64e-01 9.72e-01f  1
 431r 6.4847432e+01 1.49e-04 4.46e-01  -2.5 6.55e-02    -  1.00e+00 1.00e+00f  1
 432r 6.4154568e+01 5.34e-05 1.13e+01  -2.5 4.95e-02   0.6 1.00e+00 1.00e+00h  1
 433r 6.3949705e+01 4.82e-05 7.12e+01  -2.5 3.21e-02   1.0 1.00e+00 4.96e-01f  2
 434r 6.3636606e+01 4.63e-05 3.15e+02  -2.5 6.98e-01    -  2.03e-01 5.53e-02f  2
 435r 6.3447872e+01 4.98e-05 3.58e-01  -2.5 2.98e-02    -  1.00e+00 1.00e+00h  1
 436r 6.3427731e+01 4.35e-05 4.34e-02  -2.5 3.55e-02    -  1.00e+00 1.00e+00h  1
 437r 6.5256046e+01 9.24e-05 2.17e+00  -3.8 9.04e-02    -  7.99e-01 7.70e-01f  1
 438r 6.4999640e+01 3.38e-05 1.30e+02  -3.8 1.55e-02   0.5 9.38e-01 6.36e-01f  1
 439r 6.4490631e+01 2.68e-05 4.92e-02  -3.8 4.00e-02   0.0 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440r 6.3768367e+01 1.18e-04 1.40e+00  -3.8 7.37e-02  -0.4 1.00e+00 9.73e-01h  1
 441r 6.3672087e+01 1.18e-04 6.35e+02  -3.8 3.74e-01  -0.9 4.70e-03 1.49e-02H  1
 442r 6.3578456e+01 4.70e-05 1.82e+02  -3.8 1.44e-02   1.3 5.58e-02 6.03e-01f  1
 443r 6.3586280e+01 4.22e-05 6.93e+02  -3.8 9.34e-02   0.8 1.35e-02 1.18e-01h  1
 444r 6.3431313e+01 4.13e-05 6.19e+02  -3.8 1.12e+00   0.4 4.48e-04 3.08e-02f  1
 445r 6.3371628e+01 2.33e-05 3.20e+02  -3.8 2.01e-02  -0.1 5.75e-01 5.26e-01f  1
 446r 6.3251787e+01 1.49e-05 4.99e+02  -3.8 2.66e-02  -0.6 1.00e+00 3.75e-01f  1
 447r 6.4091880e+01 9.91e-06 6.42e+02  -3.8 6.62e-02    -  4.31e-02 3.31e-01f  1
 448r 6.6311666e+01 5.57e-05 2.74e+00  -3.8 6.00e-02    -  1.00e+00 1.00e+00f  1
 449r 6.6120093e+01 5.05e-06 7.04e-01  -3.8 2.07e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450r 6.6470691e+01 1.89e-05 1.30e-01  -3.8 2.58e-02    -  1.00e+00 1.00e+00h  1
 451r 6.6832621e+01 2.50e-04 4.72e-01  -3.8 6.62e-02    -  1.00e+00 1.00e+00h  1
 452r 6.6619135e+01 6.95e-05 1.20e-01  -3.8 3.58e-02    -  1.00e+00 1.00e+00h  1
 453r 6.6570100e+01 7.59e-06 5.52e-02  -3.8 1.28e-02    -  1.00e+00 1.00e+00h  1
 454r 6.6643550e+01 4.01e-06 8.83e-04  -3.8 7.62e-03    -  1.00e+00 1.00e+00h  1
 455r 6.7190905e+01 6.23e-05 3.30e+00  -5.7 6.10e-02    -  7.64e-01 7.83e-01f  1
 456r 6.7487973e+01 5.49e-05 4.02e+01  -5.7 7.78e-02    -  5.84e-01 3.09e-01h  1
 457r 6.6945009e+01 3.52e-05 1.25e+02  -5.7 3.29e-02  -1.1 2.51e-01 4.75e-01f  1
 458r 6.6849503e+01 3.24e-05 3.16e+02  -5.7 5.68e-02  -1.5 8.80e-01 8.13e-02f  1
 459r 6.6059564e+01 1.82e-05 1.34e+01  -5.7 3.01e-02  -1.1 1.00e+00 9.26e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460r 6.6000873e+01 1.64e-05 8.32e+02  -5.7 1.71e-02  -1.6 1.00e+00 1.01e-01f  1
 461r 6.5823726e+01 1.44e-05 6.44e+02  -5.7 3.53e-02  -2.1 1.00e+00 3.49e-01f  1
 462r 6.5741388e+01 1.43e-06 7.15e+01  -5.7 7.20e-03  -1.6 1.00e+00 9.04e-01f  1
 463r 6.5514959e+01 5.67e-06 4.43e+01  -5.7 6.93e-02    -  1.00e+00 6.21e-01f  1
 464r 6.5331355e+01 1.09e-06 1.62e-02  -5.7 1.63e-02    -  1.00e+00 1.00e+00f  1
 465r 6.5360096e+01 1.09e-06 7.71e-05  -5.7 4.90e-03    -  1.00e+00 1.00e+00h  1
 466r 6.4996973e+01 1.75e-06 1.03e+02  -8.6 2.46e-02    -  8.74e-01 5.86e-01f  1
 467r 6.5004076e+01 1.10e-06 2.11e+02  -8.6 4.07e-03  -2.1 9.58e-01 5.08e-01h  1
 468r 6.5013420e+01 1.11e-06 7.04e+01  -8.6 1.13e-02  -2.6 9.80e-01 8.17e-01f  1
 469r 6.5004353e+01 1.11e-06 4.14e+01  -8.6 1.60e-02  -3.1 1.00e+00 4.45e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470r 6.4982988e+01 1.11e-06 2.92e+01  -8.6 2.84e-02  -3.6 1.00e+00 2.91e-01f  1
 471r 6.4751691e+01 6.78e-06 1.79e+01  -8.6 5.07e-02    -  1.00e+00 3.85e-01f  1
 472r 6.4514769e+01 1.11e-06 1.01e+00  -8.6 1.28e-02    -  1.00e+00 9.43e-01f  1
 473r 6.4498005e+01 1.11e-06 1.90e-06  -8.6 5.15e-03    -  1.00e+00 1.00e+00f  1

Number of Iterations....: 473

                                   (scaled)                 (unscaled)
Objective...............:   6.4498314628216548e+01    6.4498314628216548e+01
Dual infeasibility......:   8.3333334134777441e+00    8.3333334134777441e+00
Constraint violation....:   1.1088342454398501e-06    1.1088342454398501e-06
Variable bound violation:   9.9932801573589789e-09    9.9932801573589789e-09
Complementarity.........:   2.6119775349020959e-09    2.6119775349020959e-09
Overall NLP error.......:   8.3333334134777441e+00    8.3333334134777441e+00


Number of objective function evaluations             = 921
Number of objective gradient evaluations             = 211
Number of equality constraint evaluations            = 921
Number of inequality constraint evaluations          = 921
Number of equality constraint Jacobian evaluations   = 484
Number of inequality constraint Jacobian evaluations = 484
Number of Lagrangian Hessian evaluations             = 474
Total seconds in IPOPT (w/o function evaluations)    =      4.793
Total seconds in NLP function evaluations            =      0.590


Timing Statistics:

OverallAlgorithm....................:     15.571 (sys:     11.944 wall:      5.383)
 PrintProblemStatistics.............:      0.000 (sys:      0.000 wall:      0.000)
 InitializeIterates.................:      0.007 (sys:      0.000 wall:      0.007)
 UpdateHessian......................:      0.285 (sys:      0.236 wall:      0.147)
 OutputIteration....................:      0.065 (sys:      0.088 wall:      0.022)
 UpdateBarrierParameter.............:      0.012 (sys:      0.007 wall:      0.006)
 ComputeSearchDirection.............:     11.154 (sys:      9.942 wall:      2.393)
 ComputeAcceptableTrialPoint........:      3.913 (sys:      1.535 wall:      2.736)
 AcceptTrialPoint...................:      0.014 (sys:      0.017 wall:      0.008)
 CheckConvergence...................:      0.103 (sys:      0.107 wall:      0.056)
PDSystemSolverTotal.................:     11.378 (sys:     10.108 wall:      2.520)
 PDSystemSolverSolveOnce............:     11.266 (sys:     10.066 wall:      2.480)
 ComputeResiduals...................:      0.069 (sys:      0.024 wall:      0.024)
 StdAugSystemSolverMultiSolve.......:     13.412 (sys:     10.689 wall:      4.170)
 LinearSystemScaling................:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemSymbolicFactorization..:      0.003 (sys:      0.000 wall:      0.003)
 LinearSystemFactorization..........:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemBackSolve..............:      1.869 (sys:      1.212 wall:      0.948)
 LinearSystemStructureConverter.....:      0.000 (sys:      0.000 wall:      0.000)
  LinearSystemStructureConverterInit:      0.000 (sys:      0.000 wall:      0.000)
QualityFunctionSearch...............:      0.000 (sys:      0.000 wall:      0.000)
TryCorrector........................:      0.000 (sys:      0.000 wall:      0.000)
Task1...............................:      0.000 (sys:      0.000 wall:      0.000)
Task2...............................:      0.000 (sys:      0.000 wall:      0.000)
Task3...............................:      0.000 (sys:      0.000 wall:      0.000)
Task4...............................:      0.000 (sys:      0.000 wall:      0.000)
Task5...............................:      0.000 (sys:      0.000 wall:      0.000)
Task6...............................:      0.000 (sys:      0.000 wall:      0.000)
Function Evaluations................:      1.061 (sys:      0.684 wall:      0.590)
 Objective function.................:      0.022 (sys:      0.010 wall:      0.010)
 Objective function gradient........:      0.004 (sys:      0.004 wall:      0.002)
 Equality constraints...............:      0.447 (sys:      0.302 wall:      0.209)
 Inequality constraints.............:      0.011 (sys:      0.004 wall:      0.006)
 Equality constraint Jacobian.......:      0.008 (sys:      0.005 wall:      0.005)
 Inequality constraint Jacobian.....:      0.083 (sys:      0.062 wall:      0.053)
 Lagrangian Hessian.................:      0.487 (sys:      0.296 wall:      0.303)

EXIT: Converged to a point of local infeasibility. Problem may be infeasible.
